order_id,customer_id,order_timestamp,product_id,quantity,unit_price,currency
O000141,C00314,2026-02-25T19:49:00,P002,1,158.2,GBP
O000142,C00412,2026-01-05T04:40:00,P004,3,35.74,GBP
O000143,C00495,2026-04-23T12:44:00,P002,4,155.69,GBP
O000144,C00429,2026-05-24T09:53:00,P005,2,97.82,GBP
O000145,C00683,2026-01-26T14:35:00,P002,1,147.0,GBP
O000146,C00471,2026-03-22T05:06:00,P003,1,26.66,GBP
O000147,C00255,2026-03-28T08:19:00,P004,3,34.19,GBP
O000148,C00161,2026-06-06T17:35:00,P002,2,157.67,GBP
O000149,C00012,2026-02-23T21:18:00,P003,3,23.69,GBP
O000150,C00139,2026-06-28T13:33:00,P001,3,80.34,GBP
O000151,C00193,2026-02-16T20:28:00,P005,2,96.05,GBP
O000152,C00298,2026-06-30T01:01:00,P001,4,73.34,GBP
O000153,C00856,2026-03-19T15:32:00,P003,4,23.85,GBP
O000154,C00207,2026-06-22T22:19:00,P004,1,37.48,GBP
O000155,C00283,2026-05-31T21:01:00,P001,4,81.2,GBP
O000156,C00470,2026-05-17T02:18:00,P005,4,86.57,GBP
O000157,C00881,2026-03-28T19:37:00,P004,2,38.11,GBP
O000158,C00625,2026-04-09T03:12:00,P001,3,82.6,GBP
O000159,C00022,2026-03-29T16:02:00,P002,4,162.24,GBP
O000160,C00555,2026-05-29T03:17:00,P001,1,80.29,GBP
O000161,C00301,2026-01-29T23:01:00,P004,3,38.25,GBP
O000162,C00440,2026-06-09T21:48:00,P003,1,26.94,GBP
O000163,C00486,2026-02-11T03:33:00,P005,4,92.87,GBP
O000164,C00678,2026-04-27T02:19:00,P004,1,38.16,GBP
O000165,C00397,2026-03-23T17:16:00,P004,4,32.76,GBP
O000166,C00254,2026-03-20T02:23:00,P001,3,72.5,GBP
O000167,C00451,2026-05-23T14:19:00,P004,1,38.02,GBP
O000168,C00964,2026-02-07T13:08:00,P003,2,26.54,GBP
O000169,C00563,2026-01-18T18:53:00,P002,1,160.22,GBP
O000170,C00171,2026-05-06T19:11:00,P005,3,92.53,GBP
O000171,C00934,2026-06-16T05:37:00,P003,1,25.38,GBP
O000172,C00640,2026-04-14T00:52:00,P005,3,86.25,GBP
O000173,C00694,2026-05-24T11:25:00,P003,2,23.46,GBP
O000174,C00064,2026-06-30T09:29:00,P002,4,148.66,GBP
O000175,C00209,2026-02-01T18:04:00,P003,4,24.33,GBP
O000176,C00995,2026-05-07T00:44:00,P004,4,37.24,GBP
O000177,C00770,2026-06-09T08:43:00,P003,1,25.23,GBP
O000178,C00278,2026-03-20T00:04:00,P001,3,72.94,GBP
O000179,C00038,2026-04-24T12:36:00,P004,2,31.81,GBP
O000180,C00793,2026-02-01T01:44:00,P004,1,33.68,GBP
O000181,C00456,2026-06-05T16:35:00,P002,2,152.52,GBP
O000182,C00181,2026-05-24T17:10:00,P003,3,26.24,GBP
O000183,C00158,2026-04-27T07:02:00,P003,4,23.78,GBP
O000184,C00590,2026-06-03T05:05:00,P003,4,23.07,GBP
O000185,C00707,2026-02-19T14:01:00,P004,3,35.91,GBP
O000186,C00283,2026-04-25T12:30:00,P005,4,97.21,GBP
O000187,C00857,2026-05-24T23:58:00,P002,4,163.63,GBP
O000188,C00932,2026-01-18T02:02:00,P003,2,23.43,GBP
O000189,C00364,2026-06-15T20:08:00,P001,4,84.73,GBP
O000190,C00471,2026-01-31T19:03:00,P003,4,23.47,GBP
O000191,C00003,2026-06-12T03:38:00,P004,2,33.52,GBP
O000192,C00718,2026-01-06T08:46:00,P001,2,87.4,GBP
O000193,C00359,2026-04-07T02:00:00,P001,2,76.69,GBP
O000194,C00922,2026-01-26T13:57:00,P004,4,37.42,GBP
O000195,C00361,2026-02-07T16:23:00,P001,2,79.0,GBP
O000196,C00903,2026-04-25T19:38:00,P004,4,32.21,GBP
O000197,C00219,2026-03-25T00:18:00,P004,3,37.6,GBP
O000198,C00183,2026-06-28T15:39:00,P002,1,152.07,GBP
O000199,C00705,2026-03-17T07:11:00,P005,1,90.85,GBP
O000200,C00499,2026-04-15T15:45:00,P004,2,32.44,GBP
O000201,C00869,2026-04-23T01:10:00,P002,3,157.14,GBP
O000202,C00253,2026-01-19T13:31:00,P002,3,152.23,GBP
O000203,C00523,2026-03-21T14:22:00,P003,2,26.92,GBP
O000204,C00344,2026-04-18T01:50:00,P003,4,24.41,GBP
O000205,C00913,2026-05-12T05:22:00,P001,4,82.9,GBP
O000206,C00636,2026-01-06T13:20:00,P001,3,77.11,GBP
O000207,C00034,2026-06-19T06:18:00,P004,2,37.86,GBP
O000208,C00264,2026-01-08T23:56:00,P005,4,96.66,GBP
O000209,C00232,2026-01-24T04:36:00,P002,1,158.78,GBP
O000210,C00836,2026-04-21T13:06:00,P004,3,34.54,GBP
O000211,C00294,2026-06-17T00:08:00,P003,2,23.66,GBP
O000212,C00285,2026-02-10T21:24:00,P001,4,83.06,GBP
O000213,C00579,2026-03-13T07:33:00,P003,2,23.61,GBP
O000214,C00968,2026-05-09T14:49:00,P001,1,79.45,GBP
O000215,C00375,2026-05-22T02:18:00,P002,1,164.27,GBP
O000216,C00977,2026-03-27T15:27:00,P002,2,140.59,GBP
O000217,C00388,2026-04-24T19:02:00,P005,3,87.92,GBP
O000218,C00341,2026-04-06T04:33:00,P004,1,32.26,GBP
O000219,C00031,2026-04-23T00:22:00,P003,4,25.82,GBP
O000220,C00009,2026-04-04T05:20:00,P005,1,98.02,GBP
O000221,C00576,2026-04-13T18:08:00,P004,3,37.72,GBP
O000222,C00297,2026-01-24T04:19:00,P002,4,145.3,GBP
O000223,C00672,2026-02-14T10:51:00,P005,2,88.14,GBP
O000224,C00896,2026-04-13T08:24:00,P003,1,24.64,GBP
O000225,C00393,2026-06-15T06:23:00,P003,1,25.82,GBP
O000226,C00375,2026-01-23T16:28:00,P005,4,96.7,GBP
O000227,C00712,2026-04-03T02:34:00,P005,3,84.6,GBP
O000228,C00603,2026-03-27T07:26:00,P001,2,85.35,GBP
O000229,C00466,2026-02-20T09:07:00,P003,3,26.53,GBP
O000230,C00543,2026-06-15T00:40:00,P001,4,81.98,GBP
O000231,C00434,2026-06-26T05:26:00,P001,3,75.15,GBP
O000232,C00427,2026-01-23T13:32:00,P003,1,25.91,GBP
O000233,C00328,2026-02-08T23:53:00,P004,2,36.88,GBP
O000234,C00155,2026-02-06T04:21:00,P003,4,27.0,GBP
O000235,C00041,2026-06-23T17:24:00,P001,1,87.67,GBP
O000236,C00110,2026-03-11T18:01:00,P001,4,74.68,GBP
O000237,C00075,2026-06-07T19:03:00,P005,3,85.89,GBP
O000238,C00253,2026-04-25T10:18:00,P005,1,92.98,GBP
O000239,C00829,2026-02-04T13:42:00,P005,2,82.97,GBP
O000240,C00009,2026-01-04T17:47:00,P001,1,77.17,GBP
O000241,C00338,2026-06-17T17:20:00,P001,3,80.73,GBP
O000242,C00017,2026-02-19T07:23:00,P003,1,26.05,GBP
O000243,C00349,2026-01-09T18:52:00,P001,1,83.11,GBP
O000244,C00348,2026-04-07T07:33:00,P003,4,27.28,GBP
O000245,C00830,2026-06-01T20:08:00,P001,1,82.15,GBP
O000246,C00797,2026-03-02T02:20:00,P001,4,78.57,GBP
O000247,C00583,2026-03-19T14:16:00,P001,1,86.22,GBP
O000248,C00165,2026-03-16T14:40:00,P004,3,37.3,GBP
O000249,C00148,2026-05-10T03:55:00,P002,3,156.16,GBP
O000250,C00580,2026-05-15T06:29:00,P004,1,36.93,GBP
O000251,C00469,2026-03-10T21:13:00,P005,3,95.81,GBP
O000252,C00599,2026-06-26T10:57:00,P005,2,82.34,GBP
O000253,C00399,2026-01-02T19:45:00,P002,2,135.01,GBP
O000254,C00081,2026-03-08T14:46:00,P003,3,24.58,GBP
O000255,C00508,2026-01-31T14:19:00,P004,1,33.97,GBP
O000256,C00217,2026-01-06T09:44:00,P005,1,92.21,GBP
O000257,C00311,2026-03-02T17:06:00,P005,4,93.15,GBP
O000258,C00298,2026-06-16T03:25:00,P004,1,33.39,GBP
O000259,C00542,2026-04-09T04:55:00,P005,2,96.78,GBP
O000260,C00814,2026-02-03T04:20:00,P002,2,135.68,GBP
O000261,C00278,2026-05-22T16:41:00,P004,2,33.27,GBP
O000262,C00424,2026-01-26T07:25:00,P005,3,87.54,GBP
O000263,C00502,2026-03-06T10:56:00,P005,1,88.13,GBP
O000264,C00705,2026-03-24T17:12:00,P002,3,152.29,GBP
O000265,C00906,2026-01-10T17:41:00,P002,3,146.06,GBP
O000266,C00861,2026-02-06T23:03:00,P004,3,35.09,GBP
O000267,C00579,2026-05-20T17:24:00,P001,1,81.42,GBP
O000268,C00444,2026-06-06T13:04:00,P003,2,24.39,GBP
O000269,C00183,2026-04-05T22:40:00,P005,2,88.46,GBP
O000270,C00975,2026-04-28T14:52:00,P002,4,139.16,GBP
O000271,C00552,2026-03-02T02:49:00,P002,2,149.09,GBP
O000272,C00928,2026-03-07T04:11:00,P005,3,84.7,GBP
O000273,C00989,2026-03-28T21:40:00,P004,1,37.33,GBP
O000274,C00165,2026-02-04T17:32:00,P001,4,73.4,GBP
O000275,C00510,2026-01-21T23:08:00,P001,3,78.72,GBP
O000276,C00372,2026-01-05T04:33:00,P004,3,36.11,GBP
O000277,C00274,2026-04-27T07:37:00,P003,3,25.82,GBP
O000278,C00098,2026-06-14T09:37:00,P002,1,153.63,GBP
O000279,C00761,2026-02-25T06:21:00,P002,1,157.07,GBP
O000280,C00847,2026-05-16T14:43:00,P004,1,38.25,GBP
O000281,C00910,2026-04-19T14:24:00,P004,3,38.21,GBP
O000282,C00482,2026-05-04T22:02:00,P002,1,157.52,GBP
O000283,C00082,2026-06-19T02:05:00,P003,2,22.5,GBP
O000284,C00522,2026-03-06T08:25:00,P004,2,37.41,GBP
O000285,C00404,2026-01-05T02:53:00,P005,4,89.04,GBP
O000286,C00805,2026-06-08T11:48:00,P002,3,140.64,GBP
O000287,C00146,2026-02-04T11:04:00,P002,2,152.73,GBP
O000288,C00138,2026-03-09T04:22:00,P003,4,26.91,GBP
O000289,C00489,2026-04-26T06:11:00,P004,3,34.68,GBP
O000290,C00457,2026-06-22T11:34:00,P001,1,74.63,GBP
O000291,C00675,2026-05-14T17:56:00,P003,1,23.42,GBP
O000292,C00959,2026-03-14T17:57:00,P003,1,24.65,GBP
O000293,C00233,2026-04-07T06:28:00,P005,4,85.14,GBP
O000294,C00729,2026-05-17T16:41:00,P005,3,95.97,GBP
O000295,C00181,2026-01-05T22:46:00,P003,2,24.8,GBP
O000296,C00378,2026-06-19T17:10:00,P005,4,86.59,GBP
O000297,C00058,2026-04-09T19:40:00,P002,2,155.46,GBP
O000298,C00539,2026-03-29T08:14:00,P002,1,154.35,GBP
O000299,C00154,2026-03-23T10:35:00,P004,4,32.06,GBP
O000300,C00730,2026-06-20T22:01:00,P004,3,35.63,GBP
O000301,C00422,2026-04-24T22:00:00,P004,1,35.17,GBP
O000302,C00533,2026-05-26T17:38:00,P004,4,33.0,GBP
O000303,C00765,2026-01-21T07:40:00,P005,3,86.85,GBP
O000304,C00799,2026-06-13T11:11:00,P005,1,83.42,GBP
O000305,C00118,2026-05-24T11:26:00,P004,3,32.7,GBP
O000306,C00985,2026-06-11T01:45:00,P001,4,81.89,GBP
O000307,C00219,2026-05-07T16:38:00,P005,4,88.6,GBP
O000308,C00691,2026-02-20T17:14:00,P005,3,87.81,GBP
O000309,C00300,2026-05-25T21:14:00,P004,1,36.24,GBP
O000310,C00725,2026-05-03T18:54:00,P002,2,159.29,GBP
O000311,C00021,2026-01-12T18:46:00,P001,1,72.36,GBP
O000312,C00100,2026-03-07T06:04:00,P005,4,95.7,GBP
O000313,C00611,2026-01-15T13:29:00,P002,3,144.58,GBP
O000314,C00501,2026-03-24T20:00:00,P003,1,23.03,GBP
O000315,C00579,2026-06-29T13:34:00,P004,1,32.18,GBP
O000316,C00680,2026-05-11T00:16:00,P001,3,83.4,GBP
O000317,C00528,2026-06-27T16:30:00,P002,2,143.18,GBP
O000318,C00496,2026-06-22T21:52:00,P003,4,26.87,GBP
O000319,C00434,2026-03-31T22:30:00,P002,2,153.56,GBP
O000320,C00874,2026-01-12T11:47:00,P001,4,79.3,GBP
O000321,C00160,2026-03-26T02:10:00,P002,3,154.57,GBP
O000322,C00211,2026-03-02T11:10:00,P002,4,163.33,GBP
O000323,C00383,2026-06-22T15:16:00,P004,2,34.97,GBP
O000324,C00257,2026-02-03T13:14:00,P003,4,25.15,GBP
O000325,C00331,2026-01-13T07:03:00,P001,4,72.14,GBP
O000326,C00614,2026-01-24T08:45:00,P001,4,79.52,GBP
O000327,C00077,2026-06-11T23:24:00,P002,1,161.01,GBP
O000328,C00979,2026-04-16T02:54:00,P005,4,91.72,GBP
O000329,C00863,2026-03-09T13:27:00,P004,4,37.7,GBP
O000330,C00619,2026-05-08T22:49:00,P003,1,24.86,GBP
O000331,C00471,2026-01-31T05:48:00,P003,3,26.33,GBP
O000332,C00400,2026-04-19T17:04:00,P002,1,158.47,GBP
O000333,C00224,2026-02-09T11:53:00,P002,3,146.6,GBP
O000334,C00733,2026-02-06T12:22:00,P003,4,25.15,GBP
O000335,C00502,2026-02-22T10:55:00,P001,1,79.58,GBP
O000336,C00765,2026-01-15T22:34:00,P004,2,32.72,GBP
O000337,C00669,2026-06-02T10:09:00,P004,3,37.38,GBP
O000338,C00971,2026-04-17T23:09:00,P001,4,74.93,GBP
O000339,C00091,2026-03-08T20:48:00,P005,4,84.67,GBP
O000340,C00687,2026-03-02T03:39:00,P005,4,88.1,GBP
O000341,C00342,2026-04-11T23:49:00,P003,1,23.77,GBP
O000342,C00598,2026-03-23T02:10:00,P005,4,96.05,GBP
O000343,C00911,2026-04-13T07:25:00,P001,4,72.98,GBP
O000344,C00206,2026-04-10T04:57:00,P001,1,84.67,GBP
O000345,C00368,2026-06-23T02:38:00,P004,4,33.3,GBP
O000346,C00523,2026-04-29T22:07:00,P001,1,85.93,GBP
O000347,C00093,2026-02-22T22:19:00,P003,2,26.32,GBP
O000348,C00895,2026-06-26T16:15:00,P002,3,153.12,GBP
O000349,C00954,2026-02-10T16:28:00,P002,3,157.95,GBP
O000350,C00595,2026-05-20T13:23:00,P004,1,34.72,GBP
O000351,C00343,2026-04-03T10:10:00,P005,1,91.66,GBP
O000352,C00486,2026-01-23T06:13:00,P005,4,97.55,GBP
O000353,C00624,2026-06-03T03:16:00,P003,2,23.95,GBP
O000354,C00998,2026-05-03T00:19:00,P001,2,82.5,GBP
O000355,C00223,2026-06-28T03:34:00,P002,4,164.41,GBP
O000356,C00522,2026-05-27T06:39:00,P004,4,37.2,GBP
O000357,C00021,2026-02-10T02:11:00,P002,3,148.03,GBP
O000358,C00078,2026-04-03T17:03:00,P004,2,32.08,GBP
O000359,C00760,2026-06-05T02:18:00,P005,3,85.78,GBP
O000360,C00065,2026-06-01T12:03:00,P004,4,36.76,GBP
O000361,C00447,2026-06-20T12:26:00,P003,2,25.28,GBP
O000362,C00159,2026-02-26T23:38:00,P003,2,24.3,GBP
O000363,C00708,2026-05-20T11:01:00,P005,1,89.81,GBP
O000364,C00891,2026-04-22T06:39:00,P001,2,84.53,GBP
O000365,C00787,2026-02-07T18:40:00,P002,2,153.24,GBP
O000366,C00817,2026-03-02T12:10:00,P002,4,151.28,GBP
O000367,C00540,2026-06-06T16:59:00,P001,2,77.98,GBP
O000368,C00360,2026-06-03T22:08:00,P004,2,33.59,GBP
O000369,C00421,2026-05-15T22:40:00,P003,4,26.74,GBP
O000370,C00273,2026-04-16T09:27:00,P003,4,24.1,GBP
O000371,C00701,2026-02-08T17:44:00,P002,1,138.07,GBP
O000372,C00946,2026-02-01T18:47:00,P003,1,26.12,GBP
O000373,C00539,2026-05-20T01:40:00,P005,4,89.63,GBP
O000374,C00758,2026-03-21T11:58:00,P001,3,83.94,GBP
O000375,C00556,2026-01-29T22:12:00,P001,1,77.11,GBP
O000376,C00112,2026-01-01T19:11:00,P005,4,97.0,GBP
O000377,C00499,2026-06-02T16:47:00,P003,4,23.76,GBP
O000378,C00082,2026-05-31T07:14:00,P004,4,35.21,GBP
O000379,C00386,2026-02-19T13:06:00,P003,3,24.43,GBP
O000380,C00249,2026-02-26T07:59:00,P003,4,26.58,GBP
O000381,C00284,2026-05-27T13:56:00,P002,4,140.95,GBP
O000382,C00592,2026-02-07T05:19:00,P004,2,37.93,GBP
O000383,C00515,2026-01-30T21:01:00,P001,2,77.51,GBP
O000384,C00224,2026-05-05T09:54:00,P002,4,151.47,GBP
O000385,C00251,2026-03-15T10:41:00,P001,2,77.16,GBP
O000386,C00119,2026-06-03T09:53:00,P001,1,77.1,GBP
O000387,C00259,2026-05-02T04:27:00,P004,4,31.68,GBP
O000388,C00886,2026-06-14T19:14:00,P004,1,32.64,GBP
O000389,C00277,2026-04-01T20:03:00,P004,4,34.65,GBP
O000390,C00387,2026-01-05T19:31:00,P005,3,94.51,GBP
O000391,C00595,2026-01-30T20:42:00,P005,3,82.67,GBP
O000392,C00497,2026-03-01T13:16:00,P004,4,34.04,GBP
O000393,C00662,2026-05-16T17:59:00,P003,3,25.11,GBP
O000394,C00519,2026-06-02T23:18:00,P003,3,27.0,GBP
O000395,C00464,2026-01-30T08:21:00,P001,3,84.79,GBP
O000396,C00983,2026-03-09T09:00:00,P005,1,97.78,GBP
O000397,C00941,2026-04-22T08:17:00,P005,3,86.75,GBP
O000398,C00491,2026-03-06T16:17:00,P004,2,34.87,GBP
O000399,C00450,2026-06-13T05:23:00,P001,3,74.26,GBP
O000400,C00528,2026-04-27T15:10:00,P003,1,24.41,GBP
O000401,C00805,2026-06-08T02:46:00,P005,4,94.6,GBP
O000402,C00341,2026-04-06T16:49:00,P005,2,96.66,GBP
O000403,C00130,2026-02-17T20:17:00,P001,1,82.22,GBP
O000404,C00941,2026-01-16T11:02:00,P005,3,81.21,GBP
O000405,C00360,2026-01-30T14:57:00,P002,3,146.38,GBP
O000406,C00292,2026-01-09T11:00:00,P005,2,82.2,GBP
O000407,C00284,2026-03-19T06:18:00,P003,4,24.53,GBP
O000408,C00106,2026-02-04T06:25:00,P005,1,85.21,GBP
O000409,C00794,2026-04-15T11:28:00,P002,2,141.06,GBP
